designacao,tipo,idatend,dicofre,morada,codigopostal,localidadepostal,horario,telefone,email,site,latitude,longitude,nodeidet,entidadetutelar,nodeident,entidade
CALVÁRIO - 28ª Esquadra LX,Esquadra de Polícia,1064,110602,"Largo do Calvário, n.º 7",1300-113,LISBOA,Atendimento Policial Permanente,213619628,0,http://www.psp.pt,38.704430,-9.177762,237,Ministério da Administração Interna,2528,PSP
QUINTA DO CABRINHA - AVENIDA DE CEUTA - 29ª Esquadra LX,Esquadra de Polícia,1065,110602,"Rua do Bairro Quinta do Cabrinha, nº 5 D",1300-906,LISBOA,Atendimento Policial Permanente,213619629,0,http://www.psp.pt,38.711013,-9.175150,237,Ministério da Administração Interna,2528,PSP
LAPA - 30ª Esquadra LX,Esquadra de Polícia,1066,110660,"Rua Miguel Lupi, nº 6",1200-725,LISBOA,Atendimento Policial Permanente,213619630,0,http://www.psp.pt,38.711729,-9.155173,237,Ministério da Administração Interna,2528,PSP
PENHA DE FRANÇA - 5ª Divisão Policial LX,Divisão de Policia,1067,110663,Av. Coronel Eduardo Galhardo - Edifício da P.S.P.,1170-105,LISBOA,Sem Horário de Atendimento,218113200,5div.lisboa@psp.pt,http://www.psp.pt,38.727771,-9.127536,237,Ministério da Administração Interna,2528,PSP
PENHA DE FRANÇA - 5ª Esquadra de Investigação Criminal,Esquadra de Investigação Criminal,1068,110663,Avenida Coronel Eduardo Galhardo - Edifício P.S.P.,1170-105,LISBOA,Sem Horário de Atendimento,218113262,5eic.lisboa@psp.pt,http://www.psp.pt,38.727771,-9.127536,237,Ministério da Administração Interna,2528,PSP
PENHA DE FRANÇA - Esquadra de Intervenção e Fiscalização Policial,Esquadra de Intervenção e Fiscalização Policial,1069,110663,Av. Coronel Eduardo Galhardo - Edifício da P.S.P.,1170-105,LISBOA,Sem Horário de Atendimento,218113200,0,http://www.psp.pt,38.727771,-9.127536,237,Ministério da Administração Interna,2528,PSP
ARROIOS - 10ª Esquadra LX,Esquadra de Polícia,1070,110656,"Rua de Arroios, n.º 164 - A",1000-061,LISBOA,Atendimento Policial Permanente,213163670 - 213163676,0,http://www.psp.pt,38.731692,-9.136417,237,Ministério da Administração Interna,2528,PSP
PENHA DE FRANÇA - 11ª Esquadra LX,Esquadra de Polícia,1071,110663,Av. Coronel Eduardo Galhardo - Edifício P.S.P.,1170-105,LISBOA,Atendimento Policial Permanente,218113214,0,http://www.psp.pt,38.727771,-9.127536,237,Ministério da Administração Interna,2528,PSP
OLAIAS - 12ª Esquadra LX,Esquadra de Polícia,1072,110655,"Rua Américo Durão, n.º 3 - A / B",1900-063,LISBOA,Atendimento Policial Permanente,218414250,0,http://www.psp.pt,38.739492,-9.125701,237,Ministério da Administração Interna,2528,PSP
CAMINHOS DE FERRO - 15ª Esquadra LX,Esquadra de Polícia,1073,110665,"Largo Museu da Artilharia, n.º 1",1100-366,LISBOA,Atendimento Policial Permanente,218879900,0,http://www.psp.pt,38.712814,-9.124960,237,Ministério da Administração Interna,2528,PSP
ALTA DE LISBOA - Divisão de Trânsito,Divisão de Trânsito,1074,110618,"Avenida Maria Helena Vieira da Silva, n.º 48",1750-184,LISBOA,Atendimento Policial Permanente,217501200,dt.lisboa@psp.pt,http://www.psp.pt,38.767004,-9.150109,237,Ministério da Administração Interna,2528,PSP
ALTA DE LISBOA - DIVISÃO DE TRÂNSITO - Esquadra de Apoio,Esquadra de Trânsito,1075,110618,"Avenida Maria Helena Vieira da Silva, nº 48",1750-184,LISBOA,Atendimento Policial Permanente,217501200,0,http://www.psp.pt,38.767004,-9.150109,237,Ministério da Administração Interna,2528,PSP
ALTA DE LISBOA - TRÂNSITO - Esquadra de Fiscalização Tecnica,Esquadra de Trânsito,1076,110618,"Avenida Maria Helena Vieira da Silva, nº 48",1750-184,LISBOA,Sem Horário de Atendimento,217501249,eftecnicadt.lisboa@psp.pt,http://www.psp.pt,38.767004,-9.150109,237,Ministério da Administração Interna,2528,PSP
ALTA DE LISBOA - TRÂNSITO - Esquadra de Intervencão e Fiscalização,Esquadra de Trânsito,1077,110618,"Avenida Maria Helena Vieira da Silva, nº 48",1750-184,LISBOA,Sem Horário de Atendimento,217501244,0,http://www.psp.pt,38.767004,-9.150109,237,Ministério da Administração Interna,2528,PSP
ALTA DE LISBOA - TRÂNSITO - Esquadra Moto,Esquadra de Trânsito,1078,110618,"Avenida Maria Helena Vieira da Silva, nº 48",1750-184,LISBOA,Sem Horário de Atendimento,217501247,esqmotodt.lisboa@psp.pt,http://www.psp.pt,38.767004,-9.150109,237,Ministério da Administração Interna,2528,PSP
ALTA DE LISBOA - TRÂNSITO - Brigada de Prevenção Criminal,Esquadra de Investigação Criminal,1079,110618,"Avenida Maria Helena Vieira da Silva, nº 48",1750-184,LISBOA,Sem Horário de Atendimento,217501278,0,http://www.psp.pt,38.767004,-9.150109,237,Ministério da Administração Interna,2528,PSP
ALTA DE LISBOA - TRÂNSITO - Esquadra de Sinistralidade Rodoviaria,Esquadra de Trânsito,1080,110618,"Avenida Maria Helena Vieira da Silva, nº 48",1750-184,LISBOA,Atendimento Policial Permanente,217501245,0,http://www.psp.pt,38.767004,-9.150109,237,Ministério da Administração Interna,2528,PSP
ALTA DE LISBOA - TRÂNSITO - 1ª Esquadra,Esquadra de Trânsito,1081,110618,"Avenida Maria Helena Vieira da Silva, nº 48",1750-184,LISBOA,Sem Horário de Atendimento,217501241,0,http://www.psp.pt,38.767004,-9.150109,237,Ministério da Administração Interna,2528,PSP
ALTA DE LISBOA - TRÂNSITO - 2ª Esquadra,Esquadra de Trânsito,1082,110618,"Avenida Maria Helena Vieira da Silva, nº 48",1750-184,LISBOA,Sem Horário de Atendimento,217501242,0,http://www.psp.pt,38.767004,-9.150109,237,Ministério da Administração Interna,2528,PSP
ALTA DE LISBOA - TRÂNSITO - 3ª Esquadra,Esquadra de Trânsito,1083,110618,"Avenida Maria Helena Vieira da Silva, nº 48",1750-184,LISBOA,Sem Horário de Atendimento,217501243,0,http://www.psp.pt,38.767004,-9.150109,237,Ministério da Administração Interna,2528,PSP
ALTA DE LISBOA - TRÂNSITO - 4ª Esquadra,Esquadra de Trânsito,1084,110618,"Avenida Maria Helena Vieira da Silva, nº 48",1750-184,LISBOA,Sem Horário de Atendimento,217501244,0,http://www.psp.pt,38.767004,-9.150109,237,Ministério da Administração Interna,2528,PSP
CAMINHOS DE FERRO - TRÂNSITO - 1ª Secção de Acidentes,Varios,1085,110665,"Largo Museu da Artilharia, n.º 1",1100-366,LISBOA,Atendimento Policial Permanente,218879900,1acidentesdt.lisboa@psp.pt,http://www.psp.pt,38.712814,-9.124960,237,Ministério da Administração Interna,2528,PSP
BENFICA - TRÂNSITO - Secção de Investigação de Acidentes de Viação,Varios,1086,110608,"Rua André de Resende, s/n",1500-040,LISBOA,Atendimento Policial Permanente,217108281 - 217108282,siavdt.lisboa@psp.pt,http://www.psp.pt,38.745717,-9.199132,237,Ministério da Administração Interna,2528,PSP
SECÇÃO DE CONTRA-ORDENAÇÕES DA DIVISÃO DE TRÂNSITO,Varios,1087,110656,"Rua José Estêvão, nº 137",1150-201,LISBOA,Sem Horário de Atendimento,213303130,scr.dt.lisboa@psp.pt,http://www.psp.pt,38.7310722,-9.1376278,237,Ministério da Administração Interna,2528,PSP
AMADORA - Divisão Policial,Divisão de Policia,1088,111516,"Av. Movimento das Forças Armadas, n.º 14 - 1º",2700-596,AMADORA,Sem Horário de Atendimento,214929590,divamadora.lisboa@psp.pt,http://www.psp.pt,38.761093,-9.235829,237,Ministério da Administração Interna,2528,PSP
QUELUZ - AMADORA - Esquadra de Trânsito,Esquadra de Trânsito,1089,111126,Rua Adriano Correia de Oliveira,2745-055,QUELUZ,Atendimento Policial Permanente,214340225,0,http://www.psp.pt,38.757386,-9.249470,237,Ministério da Administração Interna,2528,PSP
AMADORA - Esquadra de Investigação Criminal,Esquadra de Investigação Criminal,1090,111516,"Praceta Carlos Pinhão, nº 1 - 1º",2700-930,AMADORA,Sem Horário de Atendimento,214946210 - 214936816,eicamadora.lisboa@psp.pt,http://www.psp.pt,38.770473,-9.227160,237,Ministério da Administração Interna,2528,PSP
AMADORA - Esquadra de Intervenção e Fiscalização Policial,Esquadra de Intervenção e Fiscalização Policial,1091,111512,Estrada de Alfragide. nº 53. Letras AC,2610-006,AMADORA,Sem Horário de Atendimento,214704354,eicamadora.lisboa@psp.pt,http://www.psp.pt,38.7379,"-9,230367",237,Ministério da Administração Interna,2528,PSP
MINA - AMADORA - 60ª Esquadra LX,Esquadra de Polícia,1092,111516,"Av. Movimento das Forças Armadas, n. 14 - R/C",2700-596,AMADORA,Atendimento Policial Permanente,214929630,0,http://www.psp.pt,38.761093,-9.235829,237,Ministério da Administração Interna,2528,PSP
CASAL DE SÃO BRÁS - AMADORA - 60ª-A Esquadra LX,Esquadra de Polícia,1093,111516,"Praceta Carlos Pinhão, nº 1",2700-930,AMADORA,Atendimento Policial Permanente,214936816 - 214946210,0,http://www.psp.pt,38.770473,-9.227160,237,Ministério da Administração Interna,2528,PSP
REBOLEIRA - AMADORA - 61ª Esquadra LX,Esquadra de Polícia,1094,111517,Praça Félix Correia,2720-228,REBOLEIRA,Atendimento Policial Permanente,214992330,0,http://www.psp.pt,38.752703,-9.230547,237,Ministério da Administração Interna,2528,PSP
DAMAIA - AMADORA - 63ª Esquadra LX,Esquadra de Polícia,1095,111513,"Rua Bernardino Machado, n.º 4",2720-066,AMADORA,Atendimento Policial Permanente,214971429,0,http://www.psp.pt,38.743264,-9.218809,237,Ministério da Administração Interna,2528,PSP
ALFRAGIDE - AMADORA - 64ª Esquadra LX,Esquadra de Polícia,1096,111517,Estrada de Alfragide S/N,2720-016,ALFRAGIDE,Atendimento Policial Permanente,214704350,0,http://www.psp.pt,38.737722,-9.213426,237,Ministério da Administração Interna,2528,PSP
BRANDOA - AMADORA - 65ª Esquadra LX,Esquadra de Polícia,1097,111514,"Estrada da Brandoa, s/n",2650-363,AMADORA,Atendimento Policial Permanente,214760791,0,http://www.psp.pt,38.764656,-9.212992,237,Ministério da Administração Interna,2528,PSP
CENTRO COMERCIAL DOLCE VITA TEJO - BRANDOA/AMADORA - Posto de Polícia,Posto de Polícia,1098,111514,Avª. Cruzeiro Seixas - Brandoa,2650-504,AMADORA,Sem Horário de Atendimento,214782613,0,http://www.psp.pt,38.77770278,-9.2206,237,Ministério da Administração Interna,2528,PSP
ALFORNELOS - AMADORA - 65ª-A Esquadra LX,Esquadra de Polícia,1099,111514,"Av.ª Capitães de Abril, n.º 4 - A",2650-349,AMADORA,Atendimento Policial Permanente,214767215,0,http://www.psp.pt,38.760600,-9.205096,237,Ministério da Administração Interna,2528,PSP
VENDA-NOVA - AMADORA - 67ª Esquadra,Esquadra de Polícia,1100,111515,"Praceta Teresa Gomes, n. 2 - B",2700-808,VENDA-NOVA,Atendimento Policial Permanente,214744899,0,http://www.psp.pt,38.752589,-9.21117,237,Ministério da Administração Interna,2528,PSP
AMADORA - PARQUE A-DA-BEJA,Varios,1101,111516,"Rua António Freitas, A-da-Beja",2650-385,AMADORA,Atendimento Policial Permanente,219809191,0,http://www.psp.pt,38.786975,-9.23335278,237,Ministério da Administração Interna,2528,PSP
HOSPITAL FERNANDO DA FONSECA - Posto de Polícia,Posto de Polícia,1102,111517,Estrada IC19 – Hospital Fernando da Fonseca,2720-276,AMADORA,Atendimento Policial Permanente,214348392,0,http://www.psp.pt,38.744091,-9.246276,237,Ministério da Administração Interna,2528,PSP
CASCAIS - Divisão Policial,Divisão de Policia,1103,110508,"Rua Afonso Sanches, n.º 26",2750-281,CASCAIS,Sem Horário de Atendimento,214839100 - 214839101,divcascais.lisboa@psp.pt,http://www.psp.pt,38.699574,-9.423099,237,Ministério da Administração Interna,2528,PSP
CASCAIS - Esquadra de Turismo,Esquadra de Turismo,1104,111125,"Largo Mestre Henrique Anjos, s/n",2750,CASCAIS,Sem Horário de Atendimento,214814067,lsbcscetur@psp.pt,http://www.psp.pt,38.6979472,-9.4193972,237,Ministério da Administração Interna,2528,PSP
CASCAIS - Esquadra de Trânsito,Esquadra de Trânsito,1105,110507,"Rua Fernando Lopes Graça, n.º 504 A/B - Urbanização Checlos",2775-570,CARCAVELOS,Atendimento Policial Permanente,214536818,div.cascais.lisboa@psp.pt,http://www.psp.pt,38.699361,-9.33896389,237,Ministério da Administração Interna,2528,PSP
CASCAIS - Esquadra de Investigação Criminal,Esquadra de Investigação Criminal,1106,110501,"Av. Piemonte, 150 - Monte Estoril",2645-550,CASCAIS,Sem Horário de Atendimento,214826850,eiccascais.lisboa@psp.pt,http://www.psp.pt,38.712022,-9.407852,237,Ministério da Administração Interna,2528,PSP
CASCAIS - Esquadra de Intervenção e Fiscalização,Esquadra de Intervenção e Fiscalização Policial,1107,110508,"Rua Afonso Sanches, n.º 26",2750-281,CASCAIS,Sem Horário de Atendimento,214839100 - 214839101,0,http://www.psp.pt,38.699574,-9.423099,237,Ministério da Administração Interna,2528,PSP
CASCAIS - 50ª Esquadra LX,Esquadra de Polícia,1108,110508,"Largo Mestre Henrique Anjos, s/n",2750-411,CASCAIS,Atendimento Policial Permanente,214814060,0,http://www.psp.pt,38.6979472,-9.4193972,237,Ministério da Administração Interna,2528,PSP
ESTORIL - CASCAIS - 51ª Esquadra LX,Esquadra de Polícia,1109,110508,"Av. Portugal, n.º 423",2765-272,ESTORIL,Atendimento Policial Permanente,214646700 - 214646706,esquadrasecxxi@psp.pt,http://www.psp.pt,38.709779,-9.395959,237,Ministério da Administração Interna,2528,PSP
PAREDE - CASCAIS - 52ª Esquadra LX,Esquadra de Polícia,1110,110507,Rua de Timor N.º 20,2775-291,PAREDE,Atendimento Policial Permanente,214560545,0,http://www.psp.pt,38.692687,-9.358544,237,Ministério da Administração Interna,2528,PSP
CARCAVELOS - CASCAIS - 54ª Esquadra LX,Esquadra de Polícia,1111,110507,"Rua João da Silva, lote 2 - R/C",2775-586,CARCAVELOS,Atendimento Policial Permanente,214584630 - 214584631,0,http://www.psp.pt,38.689294,-9.336743,237,Ministério da Administração Interna,2528,PSP
TRAJOUCE - CASCAIS - 56ª Esquadra LX,Esquadra de Polícia,1112,110506,"Rua dos Bons Amigos, n.º 106 - D",2785-172,SÃO DOMINGOS DE RANA,Atendimento Policial Permanente,214453619,0,http://www.psp.pt,38.736881,-9.341366,237,Ministério da Administração Interna,2528,PSP
LOURES - Divisão Policial,Divisão de Policia,1113,110728,Rua José Dias Coelho- Bairro Operário s\n,2695-713,SÃO JOÃO DA TALHA,Sem Horário de Atendimento,219946760,divloures.lisboa@psp.pt,http://www.psp.pt,38.818566,-9.095822,237,Ministério da Administração Interna,2528,PSP
LOURES - Esquadra de Trânsito,Esquadra de Trânsito,1114,110707,"Rua António Aleixo, nº 1",2675-000,POVOA DE SANTO ADRIÃO,Atendimento Policial Permanente,219380200 - 219380203,0,http://www.psp.pt,38.798292,-9.165901,237,Ministério da Administração Interna,2528,PSP
LOURES - Esquadra de Investigação Criminal,Esquadra de Investigação Criminal,1115,111603,"Rua Gil Eanes, nº 4",2675-360,ODIVELAS,Sem Horário de Atendimento,219347951 - 219347964,0,http://www.psp.pt,38.789458,-9.178776,237,Ministério da Administração Interna,2528,PSP
LOURES - Esquadra de Intervenção e Fiscalização,Esquadra de Intervenção e Fiscalização Policial,1116,110728,Rua José Dias Coelho- Bairro Operário s\n,2695-713,SÃO JOÃO DA TALHA,Sem Horário de Atendimento,219946760,0,http://www.psp.pt,38.818566,-9.095822,237,Ministério da Administração Interna,2528,PSP
LOURES - 70ª Esquadra LX,Esquadra de Polícia,1117,110707,"Rua Barbosa de Resende, 4",2670-420,LOURES,Atendimento Policial Permanente,219835502,0,http://www.psp.pt,38.830573,-9.168308,237,Ministério da Administração Interna,2528,PSP
SACAVÉM - LOURES - 39ª Esquadra LX,Esquadra de Polícia,1118,110727,Rua Sport Grupo Sacavenense - Quinta do Património,2685-011,SACAVÉM,Atendimento Policial Permanente,219498260,0,http://www.psp.pt,38.789637,-9.105259,237,Ministério da Administração Interna,2528,PSP
CAMARATE - LOURES - Esquadra,Esquadra de Polícia,1119,111603,Rua dos Bombeiros Voluntários de Camarate,2680,CAMARATE,Atendimento Policial Permanente,219484330,0,http://www.psp.pt,38.799958,-9.133187,237,Ministério da Administração Interna,2528,PSP
ODIVELAS - LOURES - 71ª Esquadra LX,Esquadra de Polícia,1120,111603,"Rua Gil Eanes, 4",2675-360,ODIVELAS,Atendimento Policial Permanente,219347951 - 219347964,0,http://www.psp.pt,38.789458,-9.178776,237,Ministério da Administração Interna,2528,PSP
PONTINHA - LOURES - 73ª Esquadra LX,Esquadra de Polícia,1121,111608,"Rua Infante D. Henrique, Lote 2 - B.º Mário Madeira",1675-122,PONTINHA,Atendimento Policial Permanente,214787220,0,http://www.psp.pt,38.767825,-9.198192,237,Ministério da Administração Interna,2528,PSP
TORRES VEDRAS - LOURES - 74ª Esquadra LX,Esquadra de Polícia,1122,111326,"Rua Manuel César Candeias, n.º 3",2560-652,TORRES VEDRAS,Atendimento Policial Permanente,261330770,0,http://www.psp.pt,39.088865,-9.262473,237,Ministério da Administração Interna,2528,PSP
CANEÇAS - LOURES - 75ª Esquadra LX,Esquadra de Polícia,1123,111610,Rua Virgílio Ferreira,1685-581,CANEÇAS,Atendimento Policial Permanente,219817050 - 219817057,0,http://www.psp.pt,38.808877,-9.227202,237,Ministério da Administração Interna,2528,PSP
SÃO JOÃO DA TALHA - Esquadra - 76ª ESQUADRA LX,Esquadra de Polícia,1124,110728,Rua José Dias Coelho - Bairro do Operário,2695-713,SÃO JOÃO DA TALHA,Atendimento Policial Permanente,219946760 - 219946774,0,http://www.psp.pt,38.818566,-9.095822,237,Ministério da Administração Interna,2528,PSP
SANTO ANTONIO DOS CAVALEIROS - LOURES - 77ª Esquadra LX,Esquadra de Polícia,1125,110730,Rua Padre António Vieira,2660-232,SANTO ANTÓNIO DOS CAVALEIROS,Atendimento Policial Permanente,219896830,0,http://www.psp.pt,38.815444,-9.166797,237,Ministério da Administração Interna,2528,PSP
OEIRAS - Divisão Policial,Divisão de Policia,1126,111014,"Rua de Espargal, n.º 18",2780-012,OEIRAS,Atendimento Policial Permanente,214540230,divoeiras.lisboa@psp.pt,http://www.psp.pt,38.695736,-9.302176,237,Ministério da Administração Interna,2528,PSP
OEIRAS - Esquadra de Trânsito,Esquadra de Trânsito,1127,111014,"Rua Candido dos Reis, s/n",2780-213,OEIRAS,Atendimento Policial Permanente,214430133,0,http://www.psp.pt,38.693715,-9.307930,237,Ministério da Administração Interna,2528,PSP
OEIRAS - Esquadra de Investigação Criminal,Esquadra de Investigação Criminal,1128,111014,"Rua Cândido dos Reis, s/n",2780-213,OEIRAS,Sem Horário de Atendimento,214540356,eicoeiras.lisboa@psp.pt,http://www.psp.pt,38.693608,-9.307367,237,Ministério da Administração Interna,2528,PSP
OEIRAS - Esquadra de Intervenção e Fiscalização,Esquadra de Intervenção e Fiscalização Policial,1129,111014,"Rua de Espargal, n.º 18",2780-012,OEIRAS,Sem Horário de Atendimento,214540230,divoeiras.lisboa@psp.pt,http://www.psp.pt,38.695736,-9.302176,237,Ministério da Administração Interna,2528,PSP
OEIRAS - 80ª Esquadra LX,Esquadra de Polícia,1130,111014,"Rua do Espargal, n.º 18",2780-012,OEIRAS,Atendimento Policial Permanente,214540246,0,http://www.psp.pt,38.695736,-9.302176,237,Ministério da Administração Interna,2528,PSP
MIRAFLORES - OEIRAS - 81ª Esquadra LX,Esquadra de Polícia,1131,111012,"Avenida General Norton de Matos, s/n",1495-148,MIRAFLORES,Atendimento Policial Permanente,214102570 - 214105313,0,http://www.psp.pt,38.711982,-9.225722,237,Ministério da Administração Interna,2528,PSP
PORTO SALVO - OEIRAS - 82ª Esquadra LX,Esquadra de Polícia,1132,111009,Rua António Roberto Batista,2740-016,PORTO SALVO,Atendimento Policial Permanente,214540350 - 214540353,portosalvo.lisboa@psp.pt,http://www.psp.pt,38.719889,-9.298599,237,Ministério da Administração Interna,2528,PSP
CARNAXIDE - OEIRAS - 83ª Esquadra LX,Esquadra de Polícia,1133,111013,"Estrada da Outurela , n.º 160",2790-115,CARNAXIDE,Atendimento Policial Permanente,214173081 - 214186470,0,http://www.psp.pt,38.724769,-9.242864,237,Ministério da Administração Interna,2528,PSP
CAXIAS - LAVEIRAS - OEIRAS - 84ª Esquadra LX,Esquadra de Polícia,1134,111014,"Avenida João de Freitas Branco, n.º 2",2760-073,CAXIAS,Atendimento Policial Permanente,214416296 - 214438804,0,http://www.psp.pt,38.708085,-9.272377,237,Ministério da Administração Interna,2528,PSP
QUEIJAS - OEIRAS - 85ª Esquadra LX,Esquadra de Polícia,1135,111012,Rua Duque da Terceira,2795-875,QUEIJAS,Atendimento Policial Permanente,214186145 - 214160209,queijas.lisboa@psp.pt,http://www.psp.pt,38.720636,-9.263110,237,Ministério da Administração Interna,2528,PSP
SINTRA - Divisão Policial,Divisão de Policia,1136,111108,Avenida Gil Eanes,2635-003,RIO DE MOURO,Sem Horário de Atendimento,219198630,sintra.lisboa@psp.pt,http://www.psp.pt,38.781093,-9.322283,237,Ministério da Administração Interna,2528,PSP
SINTRA - Esquadra de Trânsito,Esquadra de Trânsito,1137,111102,"Rua das Mercês, nrª 56/61",2725-092,MEM MARTINS,Sem Horário de Atendimento,219225240,0,http://www.psp.pt,38.798055,-9.336567,237,Ministério da Administração Interna,2528,PSP
SINTRA - Esquadra de Investigação Criminal,Esquadra de Investigação Criminal,1138,111126,"Av. D. Nuno Álvares Pereira, nº 42",2745-145,CACÉM,Sem Horário de Atendimento,219140078,0,http://www.psp.pt,38.768868,-9.294572,237,Ministério da Administração Interna,2528,PSP
SINTRA - Esquadra de Intervenção e Fiscalização Policial,Esquadra de Intervenção e Fiscalização Policial,1139,111126,"Rua Coronel Melo Antunes, Lote 67",2745-039,MASSAMÁ,Sem Horário de Atendimento,214308910,0,http://www.psp.pt,38.758382,-9.282055,237,Ministério da Administração Interna,2528,PSP
QUELUZ - SINTRA - 62ª Esquadra LX,Esquadra de Polícia,1140,111126,"Rua Adriano Correia de Oliveira, nº 2",2745-055,QUELUZ,Atendimento Policial Permanente,214340220,0,http://www.psp.pt,38.757341,-9.249413,237,Ministério da Administração Interna,2528,PSP
AGUALVA - CACÉM - SINTRA - 66ª Esquadra LX,Esquadra de Polícia,1141,111126,"Av. D. Nuno Álvares Pereira, n. 42 - C",2745-145,AGUALVA-CACÉM,Atendimento Policial Permanente,219128800,0,http://www.psp.pt,38.768868,-9.294572,237,Ministério da Administração Interna,2528,PSP
SÃO MARCOS - SINTRA - 68ª Esquadra LX,Esquadra de Polícia,1142,111124,"Av. do Brasil, Lote-H",2735-674,SÃO MARCOS,Atendimento Policial Permanente,214272100,0,http://www.psp.pt,38.748714,-9.296028,237,Ministério da Administração Interna,2528,PSP
ALGUEIRÃO/MEM MARTINS - SINTRA - 69ª Esquadra LX,Esquadra de Polícia,1143,111102,"Avenida Capitães de Abril, Algueirão",2725-039,MEM MARTINS,Atendimento Policial Permanente,219225240 - 219225247,0,http://www.psp.pt,38.798055,-9.336567,237,Ministério da Administração Interna,2528,PSP
CASAL DE CAMBRA - SINTRA - 86ª Esquadra LX,Esquadra de Polícia,1144,111126,Avenida de Moçambique,2605-535,CASAL DE CAMBRA,Atendimento Policial Permanente,219817120,casaldecambra.lisboa@psp.pt,http://www.psp.pt,38.801277,-9.233318,237,Ministério da Administração Interna,2528,PSP
MIRA-SINTRA - SINTRA - 87ª Esquadra LX,Esquadra de Polícia,1145,111122,"Rua 1º de Maio, Vivenda 444-E - Mira-Sintra",2735-411,MIRA-SINTRA,Atendimento Policial Permanente,219142986,mirasintra.lisboa@psp.pt,http://www.psp.pt,38.786433,-9.304028,237,Ministério da Administração Interna,2528,PSP
MASSAMÁ - SINTRA - 88ª Esquadra LX,Esquadra de Polícia,1146,111126,"Rua Coronel Melo Antunes, Lote 67",2745-039,MASSAMÁ,Atendimento Policial Permanente,214308910,0,http://www.psp.pt,38.758382,-9.282055,237,Ministério da Administração Interna,2528,PSP
RIO DE MOURO - SINTRA - 89ª Esquadra LX,Esquadra de Polícia,1147,111108,Avenida Gil Eanes,2635-003,RIO DE MOURO,Atendimento Policial Permanente,219198630,riodemouro.lisboa@psp.pt,http://www.psp.pt,38.781093,-9.322283,237,Ministério da Administração Interna,2528,PSP
VILA FRANCA DE XIRA - Divisão Policial,Divisão de Policia,1148,111413,Rua do Brejo - Quinta da Formigueira,2615-339,ALVERCA DO RIBATEJO,Sem Horário de Atendimento,219578810,vfxira.lisboa@psp.pt,http://www.psp.pt,38.902720,-9.042312,237,Ministério da Administração Interna,2528,PSP
VILA FRANCA DE XIRA - Esquadra de Trânsito,Esquadra de Trânsito,1149,111413,Rua do Brejo - Quinta da Formigueira,2615-339,ALVERCA DO RIBATEJO,Sem Horário de Atendimento,219578810,vfxira.lisboa@psp.pt,http://www.psp.pt,38.902720,-9.042312,237,Ministério da Administração Interna,2528,PSP
VILA FRANCA DE XIRA - Esqª de Intervenção e Fiscalização Policial,Esquadra de Intervenção e Fiscalização Policial,1150,111415,"Rua Alcino Oliveira e Silva, s/n",2625-196,PÓVOA DE SANTA IRIA,Sem Horário de Atendimento,219540611 - 219540612,vfxira.lisboa@psp.pt,http://www.psp.pt,38.8674,-9.06763333,237,Ministério da Administração Interna,2528,PSP
VILA FRANCA DE XIRA - Esquadra de Investigação Criminal,Esquadra de Investigação Criminal,1151,111413,"Rua Alcino Oliveira e Silva, s/n",2615-339,ALVERCA DO RIBATEJO,Sem Horário de Atendimento,219540610,vfxira.lisboa@psp.pt,http://www.psp.pt,38.8674,-9.06763333,237,Ministério da Administração Interna,2528,PSP
VILA FRANCA DE XIRA - 90ª Esquadra LX,Esquadra de Polícia,1152,111409,"Avenida Pedro Victor, 7",2600-221,VILA FRANCA DE XIRA,Atendimento Policial Permanente,263279070,0,http://www.psp.pt,38.953068,-8.988447,237,Ministério da Administração Interna,2528,PSP
ALVERCA DO RIBATEJO - VILA FRANCA DE XIRA - 91ª Esquadra LX,Esquadra de Polícia,1153,111413,Rua do Brejo - Quinta da Formigueira,2615-339,ALVERCA DO RIBATEJO,Atendimento Policial Permanente,219578810,alverca.lisboa@psp.pt,http://www.psp.pt,38.902720,-9.042312,237,Ministério da Administração Interna,2528,PSP
ALHANDRA - VILA FRANCA DE XIRA - 92ª Esquadra LX,Esquadra de Polícia,1154,111412,"Urbanização Quinta da Fé, Lote 2 - r/c",2600-535,ALHANDRA,Atendimento Policial Permanente,219500070,alhandra.lisboa@psp.pt,http://www.psp.pt,38.930475,-9.012936,237,Ministério da Administração Interna,2528,PSP
PÓVOA DE SANTA IRIA - VILA FRANCA DE XIRA - 93ª Esquadra LX,Esquadra de Polícia,1155,111415,"Rua Alcino Oliveira e Silva, s/n",2625-196,PÓVOA DE SANTA IRIA,Atendimento Policial Permanente,219540600,0,http://www.psp.pt,38.8674,-9.06763333,237,Ministério da Administração Interna,2528,PSP
LISBOA - Divisão de segurança a instações,Segurança a instalações,1156,110726,"Av.ª de Moscavide, nº 88 - Edifício da PSP",1886-502,MOSCAVIDE,Sem Horário de Atendimento,219449331,dsi.lisboa@psp.pt,http://www.psp.pt,38.78046389,-9.1031444,237,Ministério da Administração Interna,2528,PSP
PRESIDÊNCIA DA REPUBLICA - Esquadra de Segurança,Segurança a instalações,1157,110658,"Palácio de Belém, s/n",1349-022,LISBOA,Sem Horário de Atendimento,213637110,0,http://www.psp.pt,38.697884,-9.200622,237,Ministério da Administração Interna,2528,PSP
